;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Pu2;Live Spectrum 25-Jul-19 2:57:58 PM;Live Spectrum 25-Jul-19 2:57:59 PM;Live Spectrum 25-Jul-19 2:58:00 PM;Live Spectrum 25-Jul-19 2:58:01 PM;Live Spectrum 25-Jul-19 2:58:02 PM;Live Spectrum 25-Jul-19 2:58:03 PM;Live Spectrum 25-Jul-19 2:58:04 PM;Live Spectrum 25-Jul-19 2:58:05 PM;Live Spectrum 25-Jul-19 2:58:06 PM;Live Spectrum 25-Jul-19 2:58:07 PM;Live Spectrum 25-Jul-19 2:58:08 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;Live Spectrum 25-Jul-19 2:58:09 PM;
Wavelength [nm];Intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;intensity;
275,726;-65;-42;248;363;349;348;378;359;361;314;349;246;341;440;434;412;-21;-23;82;-62;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;
1026,587;25,365;-7,9991;-6,0912;20,909;6,728;58,73;4,818;23,091;11,181;37,634;-4,0899;-24,545;-5,5457;45,092;-17;3,3646;-24,816;-46,542;18,452;4,5457;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;22,455;
1026,916;6,6402;-55,447;7,4392;40,368;10,519;36,958;21,569;34,31;43,368;26,524;-1,7115;-12,582;33,807;52,238;36,096;-43,677;-19,373;-17,357;61,849;-33,627;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;-21,037;
1027,245;-10,864;-38,024;20,98;66,884;19,462;31,522;43,691;24,675;47,04;-4,9036;47,169;-23,651;15,485;36,542;40,004;23,202;8,4418;-23,551;31,831;2,0127;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;-39,558;
1027,574;-28,827;-0,74025;18,889;74,716;9,1725;45,84;44,21;13,605;55,976;8,9388;48,987;-6,4063;40,57;56,347;31,865;23,751;12,358;-61,037;21,186;19,024;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;14,607;
1027,903;52,392;-6,3023;70,275;58,632;36,118;38,014;40,276;46,012;39,395;36,263;12,501;20,579;60,382;25,514;57,986;-2,171;28,197;-17,856;30,342;16,066;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;37,553;
1028,232;-4,9049;-1,779;36,442;25,105;-3,484;91,473;83,031;101,26;26,158;2,5054;-21,053;10,4;40,558;51,568;82,137;17,747;-10,568;-4,0737;-8,7261;-25,8;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;-42,147;
1028,561;-34,44;-7,1317;50,901;91,812;41,988;29,496;70,792;24,551;26,626;-3,4946;56,57;-7,8239;42,319;0,75948;43,089;-27,23;-7,7366;-18,011;-6,3629;5,7244;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;25,075;
1028,890;-33,283;-45,047;27,103;54,072;15,662;75,369;-18,251;77,81;13,268;88,117;-35,573;-6,7087;43,142;-4,5592;32,142;9,0624;-5,7165;-35,59;-24,456;27,157;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;-8,9284;
1029,219;-17,648;3,1839;40,964;36,872;51,444;-23,271;23,99;34,913;-26,929;29,852;58,883;35,541;80,929;-17,449;-12,25;-6,4797;-25,867;6,2502;29,796;13,648;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;8,1889;
1029,548;-44,446;33,653;-15,788;48,326;31,347;66,456;-23,098;4,3472;63,819;46,653;44,451;43,793;31,902;20,824;54,114;-52,617;-4,2954;-17,446;-18,995;-5,0673;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;-26,927;
1029,877;-8,2675;-3,7254;16,747;91,697;10,141;51,148;66,345;27,824;51,127;5,3028;46,972;79,747;73,683;40,873;16,296;-43,084;13,88;-28,93;12,754;-72,528;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;6,7465;
1030,206;65,653;31,178;55,695;58,076;55,983;40,284;-20,009;10,317;-9,2079;-9,8216;-14,076;21,085;96,903;46,724;101,45;-42,657;-1,0295;-35,458;-50,161;-10,695;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;-27,263;
1030,535;-39,902;-38,746;45,742;64,432;96,634;4,3593;1,3203;86,641;39,345;-80,164;-12,404;-1,4982;46,342;61,738;35,495;-36,509;-27,084;-45,829;-22,895;-3,5018;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;57,383;
1030,864;1,6595;-11,124;25,625;101,57;-2,4025;76,906;-28,079;9,8544;65,079;-63,677;29,698;12,094;68,274;20,861;19,385;-51,923;-22,861;-33,899;40,403;-2,9614;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;-38,878;
1031,193;-15,085;73,605;48,823;33,221;25,654;26,871;43,564;44,873;3,1784;-11,912;32,168;58,823;46,654;-0,081782;17,999;23,911;18,437;-37,738;23,481;26,517;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;15,867;
1031,522;12,562;8,3932;27,757;67,793;37,958;43,204;35,288;69,682;49,601;-1,5616;-21,297;11,67;66,192;58,327;13,469;0,91897;40,012;-28,973;47,381;-10,243;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;-24,577;
1031,851;6,2357;-51,237;58,709;40,823;18,147;31,175;32,178;28,116;9,2647;8,2051;30,591;-13,5;61,031;39,205;53,089;18,559;9,3234;-34,941;3,3532;41,883;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;-30,531;
1032,180;-13,199;-12,38;3,7156;61,029;20,749;60,351;-0,63106;72,221;-0,84862;13,332;-31,941;3,3394;46,077;37,513;15,661;-2,1586;10,21;-39,749;15,528;15,029;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;29,779;
1032,509;-33,399;-13,489;78,511;79,599;36,933;30,802;31,154;42,8;-7,9348;-33,466;-0,49007;27,221;61,003;43,084;23,065;-12,779;4;-37,091;22,381;16,178;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;4,8045;
1032,838;-9,6905;-17,198;49,123;66,907;22,16;6,8336;61,42;39,006;46,272;-47,802;26,006;54,605;18,247;99,437;58,012;23,432;3,1975;-11,031;-20,327;-3,2162;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;-29,017;
1033,167;4,5695;-7,9564;23,172;30,49;3,4469;27,916;24,079;37,978;39,441;-33,36;-0,046327;31,082;11,954;58,537;53,275;39;-6,0436;-23,766;-11,812;-34,237;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;26,379;
1033,496;-20,349;-27,052;21,243;19,827;14,833;51,727;-5,9328;-14,271;5,7266;17,022;-47,325;-8,8785;-10,705;56,744;39,508;3,0543;-8,1215;-34,295;-10,532;-20,161;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;2,2494;
1033,825;13,225;-44,084;24,912;19,527;10,393;38,786;35,916;-15,103;30,996;57,611;-21,328;15,828;26,141;46,824;32,004;-32,385;-13,992;7,4312;23,385;3,0115;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;48,599;
1034,154;-37,564;16,052;46,672;14,642;49,556;22,511;66,855;34,759;60,942;-13,834;-8,8546;19,474;75,198;15,013;45,855;-11,729;-23,664;39,817;21,416;-13,248;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;40,13;
1034,483;-11,338;6,9051;46,85;30,756;25,267;-0,23651;19,897;37,85;55,323;-25,275;26,764;3,2599;59,464;-0,50364;26,614;-5,5591;70,599;-4,3861;3,992;-21,449;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;-2,8978;
1034,812;-6,1466;12,091;36,889;10,798;7,9251;57,025;-10,593;23,158;6,1775;11,814;39,103;-10,194;10,288;3,8062;21,87;-10,676;59,438;-67,933;-8,0277;17,609;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;16,415;
1035,142;-7,1251;37,824;32,278;30,966;40,091;44,654;19,42;20,608;56,108;45,142;60,585;-14,114;11,432;31,636;62,193;13,534;-15,295;-45,705;15,534;24,568;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;1,415;
1035,471;-25,568;-1,7615;21,252;68,265;42,09;12,181;27,697;11,252;47,451;17,613;42,826;-23,748;22,374;-1,0647;28,168;-29,974;-43,516;-25,929;-27,974;2,1096;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;13,8;
1035,800;-8,5858;-10,931;78,222;77,441;45,697;32,414;5,8411;40,552;20,724;-15,973;45,393;-12,352;70,387;4,5313;48,994;18,291;1,8283;-1,3996;-10,634;-25,787;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;0,65487;
1036,129;48,607;-35,803;29,212;39,295;54,741;11,337;66,368;40,259;35,062;14,264;4,1345;58,088;73,259;-42,607;26,896;4,6164;55,145;-40,726;47,746;-32,72;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;22,663;
1036,458;-5,5231;-49,061;48,902;36,625;45,126;37,808;-34,454;65,278;38;-14,433;2,4368;36,379;84,686;47,768;72,743;40,776;-5,0538;52,581;-0,1802;-17,596;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;17,033;
1036,787;-6,283;48,143;-28,992;-8,7364;-15,076;-19,982;39,756;50,849;-11,548;31,548;29,68;-31,793;106,01;30,368;26,547;24,037;-10,094;-24,661;-63,17;-8,3773;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;-34,501;
1037,116;-42,957;-26,908;65,886;44,935;19,956;16,954;79,959;43,008;15,965;7,0311;76,947;-8,0311;27,092;55,969;77,938;23;-46,957;-44,982;-0,076077;22,964;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;-42,993;
1037,445;4,4223;7,0904;63,473;26,492;44,965;12,03;23,231;19,995;-29,563;-24,231;-59,427;7,035;25,08;-2,0605;18,141;39,457;-25,332;-52,699;-43,015;63,257;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;-12,904;
1037,774;-46,886;7,5344;-0,37464;55,618;-1,9387;72,336;12,404;39,534;39,428;-7,7252;15,267;44,504;63,229;54,596;4,5799;24,336;30,176;10,405;16,519;-54,794;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;-31,084;
1038,103;-24,558;-11,141;105;30,068;-34,375;42,763;54,13;37,284;3,5859;-6,3803;8,6901;2,4224;12,763;1,4141;54,555;-5,9268;22,138;-53,344;-15,377;-22,172;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;-12,062;
1038,432;-55,647;-35,337;88,558;20,217;9,5863;66,711;-12,426;104,39;0,63053;-12,783;18,173;70,578;61,466;3,2611;75,056;32,185;16,904;-50,02;0,26105;-3,5142;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;41,133;
1038,761;33,289;-34,936;21,78;42,023;32,098;-4,9831;30,942;71,479;17,034;6,2481;41,694;27,844;76,359;23,814;42,081;17,509;0,63532;-73,602;-19,647;46,521;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;0,15038;
1039,090;1;-46,325;33,772;58,927;58,715;19,162;49,823;70,754;71,162;25,603;40,942;21,22;41,563;73,256;37,325;-19,823;30,718;-55,95;-53,317;14,722;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;3,4515;
1039,419;-3,5467;-12,428;15,325;18,486;53,11;-0,87149;-9,0841;10,058;50,154;-8,8715;33,974;24,068;83,614;8,9907;-1,1192;4,3341;11,804;-60,36;-9,9907;17,572;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;7,5397;
1039,748;-33,815;-2,0265;27,522;45,619;60,574;1,2659;-11,14;50,566;16,814;-7,4775;22,247;59,124;88,725;27,823;5,0449;-25,345;-4,2037;-43,894;-24,734;9,7606;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;-14,929;
1040,077;-43,896;22,246;37,795;25,092;-18,991;48,777;50,448;32,142;-21,51;20,368;43,768;54,131;70,267;15,255;54,46;-13,427;-12,163;-30,11;1,4391;-28,133;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;-6,1036;
1040,406;-50,858;41,559;25,93;38,697;-16,095;58,095;22,768;49,115;7,5559;39,441;61,817;51,672;91,908;8,1634;37,374;4,0237;19,231;-17,416;-3,5573;-16,63;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;-19,606;
1040,735;-84,144;33;-2,7124;69,442;55,958;52,126;-2,3193;66,218;30,144;32,632;16,635;50,944;24,723;35,397;7,1474;15,979;49,389;-32,923;-10,828;2,6807;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;7,5614;
1041,064;-24,139;8,3916;11,505;69,103;30,242;40,647;20,235;7,4611;16;12,407;53,879;33,049;22,098;-11,214;34,812;25,492;51,152;10,134;-1,2036;6,2192;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;15,593;
1041,393;-1,9434;-6,7564;57,125;62,275;26,68;68,986;15,263;12,436;12,363;12,85;22,014;34,419;47,875;-19,014;25,932;-28,68;36,6;-24,317;-15,368;-10,099;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;-29,711;
1041,722;5,3317;-6,6131;34,95;65,04;43,935;60,924;68,473;18,442;-3,0654;18,613;9,171;26,266;55,025;12,121;25,985;12,86;3,0954;-38,055;23,649;-17,894;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;1,3672;
1042,051;37,825;38,949;42,825;18,452;9,6715;65,73;33,723;11,905;44,657;12,993;49,329;60,934;95,934;15,307;30,095;34,883;2,511;-31,504;18,467;-16,905;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;-1,438;
1042,380;2,3698;-9,0712;-3,8507;34,906;11,465;51,071;18,457;39,433;62,764;25,709;21,354;32,362;68,11;-5,9371;42,213;-11,646;49,638;-34,496;19,961;41,591;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;-21,488;
1042,709;63,342;-4,1672;8,0137;67,676;55,761;22,119;-26,894;41,638;63,386;-7,966;61,28;19,59;18,215;-3,6621;13,601;-13,867;51,276;-11,938;7,5051;-25,475;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;8,0137;
1043,038;-7,9806;15,636;1,679;42,673;0,2918;37,218;67,829;74,539;-8,4475;40,969;14,346;15,788;34,272;34,381;10,054;18,484;27,782;-15,267;22,375;31,187;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;1,679;
1043,367;43,526;-39,847;-2,7799;24,541;-31,579;0,062433;73,761;50,742;46,526;12,842;-30,818;47,928;58,579;-23,966;25,239;40,019;-66,775;-8,1005;-19,387;-10,067;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;-30,368;
